Uniprot_ID,Flybase_ID,Gene_Symbol,Name,XSome_Loc,Xsome_Coord,FBtr_ID,FBpp_ID,Source,Description
Q8SY25,FBgn0050394,CG30394,N/A,2R,21320040..21323320(-1),"FBtr0071614, FBtr0071613","FBpp0071539, FBpp0071540",Alliance,"Predicted to enable L-amino acid transmembrane transporter activity. Predicted to be involved in amino acid transmembrane transport. Is expressed in several structures, including anterior-posterior subdivision of organism; embryonic/larval garland cell; garland cell primordium; and gut section. Orthologous to human SLC38A10 (solute carrier family 38 member 10)."
Q6NQZ7,FBgn0086358,Tab2,TAK1-associated binding protein 2,2R,19292529..19304508(1),"FBtr0086516, FBtr0305333, FBtr0331925","FBpp0293876, FBpp0085704, FBpp0304258",FlyBase Gene Snapshot,"TAK1-associated binding protein 2 (Tab2) encodes a protein with an ubiquitin binding domain. It interacts with the product of Tak1, a MAP kinase kinase kinase involved the activation of the immune deficiency, JNK and Grindelwald-Eiger pathways."
Q9VHB4,FBgn0037712,CG16789,N/A,3R,9566195..9569189(1),"FBtr0082071, FBtr0332806","FBpp0305029, FBpp0081549",Alliance,Predicted to enable ATP binding activity and ATP hydrolysis activity. Is expressed in chordotonal neurons; dorsal sensory complex proper primordium; embryonic head sensory system; sensory nervous system primordium; and ventral sensory complex primordium. Orthologous to human IQCA1 (IQ motif containing with AAA domain 1) and IQCA1L (IQ motif containing with AAA domain 1 like).
A4IJ58,FBgn0035101,p130CAS,p130CAS,3L,152884..174517(1),"FBtr0299865, FBtr0299866, FBtr0072475, FBtr0301889, FBtr0299864","FBpp0289143, FBpp0289144, FBpp0291103, FBpp0289142, FBpp0072377",FlyBase Gene Snapshot,p130CAS (p130CAS) encodes an SH3 domain-containing protein phosphorylated by Src kinases. It contributes to integrin-mediated adhesion and in vertebrate cells is phosphorylated in response to mechanical stretch.
Q9VS85,FBgn0028582,lqf,liquid facets,3L,7528780..7540012(1),"FBtr0331837, FBtr0331835, FBtr0076797, FBtr0331838, FBtr0112941, FBtr0076794, FBtr0076796, FBtr0076798, FBtr0331836, FBtr0331833, FBtr0076795, FBtr0331834","FBpp0076508, FBpp0304219, FBpp0089150, FBpp0304218, FBpp0304221, FBpp0304217, FBpp0304222, FBpp0111854, FBpp0089151, FBpp0304220, FBpp0076510, FBpp0076509",FlyBase Gene Snapshot,"liquid facets (lqf) encodes an epsin, which is an endocytic adaptor that contributes to endocytic network stability/regulation and membrane bending. It contributes to endocytosis and regulates the BMP and Notch signaling pathways."
Q9VEG4,FBgn0016650,Lgr1,Leucine-rich repeat-containing G protein-coupled receptor 1,3R,17725777..17733207(1),"FBtr0083510, FBtr0083509","FBpp0082933, FBpp0082934",FlyBase Gene Snapshot,"Leucine-rich repeat-containing G protein-coupled receptor 1 (Lgr1) encodes a Leucine-rich repeat-containing G protein-coupled receptor (LGR type A) that shows highest similarity with vertebrate glycoprotein hormone (TSH and Thyrostimulin, FSH, LH ) receptors."
D0IQL1,FBgn0034540,Lrt,Leucine-rich tendon-specific protein,2R,20646360..20661070(1),"FBtr0342717, FBtr0302284","FBpp0291490, FBpp0309591",FlyBase Gene Snapshot,Leucine-rich tendon-specific protein (Lrt) encodes a transmembrane protein expressed specifically in tendon cells. It binds to the product of robo1 and is required for proper patterning of the muscles.
Q8SX81,FBgn0052350,Vps11,Vacuolar protein sorting 11,3L,23147656..23150499(-1),FBtr0070046,FBpp0070045,FlyBase Gene Snapshot,"Vacuolar protein sorting 11 (Vps11) encodes a Class C Vps core subunit of HOPS, a heterohexameric tethering complex that consists of the products of car, dor, lt, Vps11, Vps16A and Vps39. HOPS tethers autophagosomes or late endosomes with lysosomes to facilitate fusion. The product of Vps11 roles include autophagosome-lysosome fusion, late endosome-lysosome fusion and biosynthetic trafficking to lysosomes."
Q9VCW2,FBgn0263986,cd,cardinal,3R,22694959..22697990(1),FBtr0084303,FBpp0083696,FlyBase Gene Snapshot,"cardinal (cd) encodes a phenoxazinone synthetase involved in the kynurenine pathway. It contributes to ommochrome biosynthesis, neuron death and siRNA-mediated gene silencing."
Q9VNZ7,FBgn0037117,CG11248,N/A,3L,21680050..21683231(1),"FBtr0078431, FBtr0333967, FBtr0078430","FBpp0078084, FBpp0078085, FBpp0306088",Alliance,"Is expressed in several structures, including embryonic brain; embryonic/larval nervous system; and extended germ band embryo."
Q9VFP2,FBgn0264493,rdx,roadkill,3R,13967061..14032057(-1),"FBtr0100361, FBtr0334298, FBtr0301634, FBtr0301632, FBtr0301633","FBpp0306413, FBpp0290847, FBpp0290846, FBpp0290848, FBpp0099767",FlyBase Gene Snapshot,roadkill (rdx) encodes a protein that functions as a substrate recognition component of Cul3-based E3 ubiquitin ligase complexes. It regulates the Hedgehog signaling pathway by promoting the degradation of the transcription factor encoded by ci.
Q9VDR7,FBgn0021776,mira,miranda,3R,19931799..19935120(-1),"FBtr0083847, FBtr0083848, FBtr0335243","FBpp0083257, FBpp0083256, FBpp0307230",FlyBase Gene Snapshot,"miranda (mira) encodes a cytoplasmic and cortical scaffolding protein that binds the products of pros, stau and brat. It is asymmetrically localized to the basal cortex during neuroblast asymmetric cell division, resulting in its partioning into GMC daughter cells, where it is degraded and releases its cargo proteins."
X2JD14,FBgn0030077,CG15365,N/A,X,9054698..9067983(-1),"FBtr0339680, FBtr0071357, FBtr0339679","FBpp0308736, FBpp0308737, FBpp0071292",Alliance,Human ortholog(s) of this gene implicated in breast carcinoma; esophageal cancer; and squamous cell carcinoma. Orthologous to human LZTS1 (leucine zipper tumor suppressor 1); LZTS2 (leucine zipper tumor suppressor 2); and LZTS3 (leucine zipper tumor suppressor family member 3).
Q9VBX0,FBgn0039282,Bili,Band4.1 inhibitor LRP interactor,3R,25131306..25136709(1),"FBtr0302171, FBtr0302169, FBtr0302172, FBtr0302168, FBtr0302170, FBtr0301670, FBtr0345299","FBpp0290884, FBpp0291380, FBpp0291379, FBpp0291381, FBpp0291382, FBpp0311466, FBpp0291378",Alliance,"Involved in negative regulation of canonical Wnt signaling pathway. Colocalizes with plasma membrane. Is expressed in several structures, including anterior ectoderm anlage; ectoderm; extended germ band embryo; imaginal disc; and presumptive embryonic/larval system. Orthologous to human FRMD8 (FERM domain containing 8) and FRMD8P1 (FERM domain containing 8 pseudogene 1)."
P83102,FBgn0027101,Dyrk3,Dual-specificity tyrosine phosphorylation-regulated kinase 3,4,1225089..1230713(-1),"FBtr0100404, FBtr0100402, FBtr0100406","FBpp0099818, FBpp0099820, FBpp0099816",Alliance,Predicted to enable protein serine/threonine kinase activity. Predicted to be involved in peptidyl-serine phosphorylation and peptidyl-threonine phosphorylation. Predicted to be active in cytoplasm; cytoskeleton; and nucleus. Is expressed in eye disc morphogenetic furrow; organism; and third segment of antenna. Orthologous to human DYRK2 (dual specificity tyrosine phosphorylation regulated kinase 2) and DYRK3 (dual specificity tyrosine phosphorylation regulated kinase 3).
Q9VCQ6,FBgn0039056,CenB1A,Centaurin beta 1A,3R,23118400..23124217(1),"FBtr0084369, FBtr0084368","FBpp0083762, FBpp0083761",Alliance,"Predicted to enable GTPase activator activity and phospholipid binding activity. Involved in cell morphogenesis. Predicted to be located in membrane. Is expressed in several structures, including adult Dh44 neuron of pars intercerebralis; ectoderm anlage; extended germ band embryo; larval ring gland projection neurons; and presumptive embryonic/larval system. Orthologous to several human genes including ACAP1 (ArfGAP with coiled-coil, ankyrin repeat and PH domains 1) and ACAP3 (ArfGAP with coiled-coil, ankyrin repeat and PH domains 3)."
X2JCR2,FBgn0266101,CG44838,N/A,3L,9461050..9475475(1),"FBtr0343558, FBtr0343560, FBtr0343555, FBtr0343559, FBtr0343556, FBtr0343557","FBpp0310158, FBpp0310159, FBpp0310160, FBpp0310161, FBpp0310157, FBpp0310156",Alliance,"Predicted to be involved in signal transduction. Is expressed in several structures, including embryonic brain; embryonic/larval muscle system; embryonic/larval nervous system; extended germ band embryo; and visceral muscle primordium."
Q11002,FBgn0012051,CalpA,Calpain-A,2R,19425113..19430564(1),"FBtr0340532, FBtr0112869, FBtr0086529, FBtr0086530","FBpp0309435, FBpp0111782, FBpp0085714, FBpp0085715",FlyBase Gene Snapshot,"Calpain-A (CalpA) encodes a calcium-dependent modulatory protease that cleaves its substrates in a limited fashion. During patterning and division in the blastoderm embryo, CalpA product cleaves the NF-kappaB inhibitor and the cell cycle regulator encoded by cact and CycB, respectively. CalpA product also regulates dendritic prunning of sensory neurons."
Q8IR42,FBgn0260006,drd,drop dead,X,15125753..15137311(1),FBtr0100009,FBpp0099994,FlyBase Gene Snapshot,drop dead (drd) encodes an integral membrane protein required for female fertility and for proper function of the gut and respiratory tracheae.
Q9W323,FBgn0028341,Ptpmeg2,Protein tyrosine phosphatase Meg2,X,9626294..9659145(-1),"FBtr0100192, FBtr0303559, FBtr0303558, FBtr0071407, FBtr0071406, FBtr0071404, FBtr0333427, FBtr0071405, FBtr0100193","FBpp0099554, FBpp0305618, FBpp0099557, FBpp0292591, FBpp0099556, FBpp0292592, FBpp0099555, FBpp0099558, FBpp0099559",FlyBase Gene Snapshot,Protein tyrosine phosphatase Meg2 (Ptpmeg2) encodes a phosphatase involved in border follicle cell migration.
Q8SY39,FBgn0052344,CG32344,N/A,3L,321233..324720(-1),FBtr0072576,FBpp0072475,Alliance,"Predicted to enable RNA helicase activity. Predicted to be involved in rRNA processing. Predicted to be active in nucleolus. Is expressed in several structures, including embryonic/larval muscle system; extended germ band embryo; gut section; and visceral muscle primordium. Orthologous to human DDX54 (DEAD-box helicase 54)."
O02193,FBgn0014340,mof,males absent on the first,X,5873840..5876853(-1),FBtr0070829,FBpp0070794,FlyBase Gene Snapshot,"males absent on the first (mof) encodes a MYST family histone acetyltransferase that acetylates the product of His4 at Lysine 16. It is part of the male-specific lethal complex that mediates dosage compensation by transcriptional upregulation of the male X chromosome. In addition, it is part of the non-specific lethal complex which regulates expression of housekeeping genes in males and females."
A0A0B4KG96,FBgn0015949,hrg,hiiragi,2R,19663919..19669832(-1),"FBtr0086483, FBtr0330248, FBtr0086484, FBtr0111010","FBpp0085679, FBpp0110309, FBpp0303281, FBpp0085678",FlyBase Gene Snapshot,"hiiragi (hrg) encodes the canonical poly(A) polymerase required for the nuclear poly(A) tail synthesis at the mRNA 3'-end. hrg product is also involved in cytoplasmic polyadenylation of specific mRNAs during early to mid-oogenesis, through its interaction with the CPEB (cytoplasmic polyadenylation element binding) protein encoded by orb."
Q9W3C9,FBgn0030055,Rubicon,Rubicon,X,8677063..8680912(1),"FBtr0331728, FBtr0071221","FBpp0071166, FBpp0304117",Alliance,Predicted to enable phosphatidylinositol phosphate binding activity. Predicted to be involved in negative regulation of autophagy. Predicted to be located in early endosome. Predicted to be active in intracellular membrane-bounded organelle. Human ortholog(s) of this gene implicated in autosomal recessive spinocerebellar ataxia 15. Orthologous to several human genes including RUBCN (rubicon autophagy regulator).
Q9VZU7,FBgn0035402,Usp5,Ubiquitin specific protease 5,3L,3145405..3148358(-1),"FBtr0073114, FBtr0307308, FBtr0445725","FBpp0072976, FBpp0401600, FBpp0298309",FlyBase Gene Snapshot,"Ubiquitin specific protease 5 (Usp5) encodes an essential enzyme that cleaves unanchored lysine48-linked polyubiquitin chains. It is involved in photoreceptor differentiation, neuron pathfinding and apoptosis."
Q9W349,FBgn0002576,lz,lozenge,X,9284649..9303636(1),"FBtr0071320, FBtr0112814","FBpp0111726, FBpp0071255",FlyBase Gene Snapshot,"lozenge (lz) encodes an alpha-subunit of the transcription factor complex core binding factor, which is involved in transcription regulation. It plays an important role during eye development contributing to programmed cell death, eye morphogenesis, eye cone cell differentiation and R7 cell development. It contributes to hemopoiesis and wound healing."
Q8T4G5,FBgn0036702,Afg3l2,AFG3 like matrix AAA peptidase subunit 2,3L,17238613..17242128(-1),"FBtr0075251, FBtr0075252","FBpp0075012, FBpp0075013",Alliance,"Predicted to enable metalloendopeptidase activity. Involved in mitochondrial protein processing. Part of m-AAA complex. Is expressed in several structures, including anterior endoderm; anterior endoderm anlage; embryonic/larval muscle system; extended germ band embryo; and gut section. Used to study neurodegenerative disease. Human ortholog(s) of this gene implicated in optic atrophy 12; spastic ataxia; spastic ataxia 5; and spinocerebellar ataxia type 28. Orthologous to human AFG3L2 (AFG3 like matrix AAA peptidase subunit 2)."
Q9VPS3,FBgn0031273,CG2839,N/A,2L,625652..628200(1),FBtr0077999,FBpp0077664,Alliance,Predicted to enable signaling receptor activity. Predicted to be located in extracellular region.
Q9VX34,FBgn0030855,CG5800,N/A,X,17636281..17639003(1),FBtr0074453,FBpp0074227,Alliance,"Predicted to enable RNA helicase activity. Involved in larval somatic muscle development. Predicted to be active in nucleus. Is expressed in several structures, including adult fat body; embryonic/larval muscle system; foregut primordium; gastrula embryo; and germ layer derivative. Orthologous to human DDX10 (DEAD-box helicase 10)."
Q9VHN9,FBgn0086679,p,pink,3R,8660903..8670684(-1),"FBtr0347577, FBtr0347576, FBtr0081887","FBpp0312607, FBpp0312608, FBpp0081373",UniProtKB,Has a role in the biogenesis of eye pigment granules. Eye pigment granules are specialized forms of late endosomes or lysosomes. Biogenesis of pigment granules in the eye requires molecular components required for protein delivery to lysosomes. (UniProtKB:Q9VHN9)
Q9W4V0,FBgn0052793,CG32793,N/A,X,2929796..2932626(1),FBtr0070550,FBpp0070525,Alliance,Predicted to be active in nucleolus.
Q9VJY3,FBgn0032521,CG7110,N/A,2L,13398991..13411047(1),"FBtr0345438, FBtr0080500","FBpp0311563, FBpp0080078",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG7110 (FBgn0032521). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:13398991..13411047. Its molecular function is unknown. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages.  
Q8IRV6,FBgn0024991,CG2694,N/A,X,2714079..2717654(1),"FBtr0070482, FBtr0070481, FBtr0310649","FBpp0302769, FBpp0070460, FBpp0070459",Alliance,Predicted to be active in nucleus. Is expressed in germline cell; organism; and primordial germ cell.
Q9VXZ3,FBgn0052594,be,ben,X,15024436..15042060(1),"FBtr0073956, FBtr0073957, FBtr0310270","FBpp0073773, FBpp0301953, FBpp0073774",FlyBase Gene Snapshot,ben (be) encodes a protein involved in neuromuscular synaptic transmission and long-term memory formation.
