Protein_ID,MD5_Digest,Length,Analysis,Signature_Accession,Signature_Description,Start,Stop,Score,Status,Date,InterPro_Accession,InterPro_Description,GO_Annotations,Pathway_Annotations
Q9VUT6,98a8287ea6f79c9876e5482c985722bc,590,Pfam,PF00652,Ricin-type beta-trefoil lectin domain,448,570,8.40E-17,T,12/5/2026,IPR000772,"Ricin B, lectin domain",-,-
E1JI40,d3fc5ca94a949878535c4b8727b525e2,555,Pfam,PF00057,Low-density lipoprotein receptor domain class A,138,172,3.70E-04,T,12/5/2026,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,-,-
E1JI40,d3fc5ca94a949878535c4b8727b525e2,555,Pfam,PF01607,Chitin binding Peritrophin-A domain,57,118,2.50E-04,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q8SZF4,ed1c6deae6807573c4afceafc7e424a2,404,Pfam,PF00079,Serpin (serine protease inhibitor),32,403,1.50E-104,T,12/5/2026,IPR023796,Serpin domain,-,-
Q7PLE9,3c645079ed37536f22c929b03901d92c,222,Pfam,PF00071,Ras family,15,175,2.00E-53,T,12/5/2026,IPR001806,Small GTPase,-,-
P05552,d774a82a8a1ae8049e022209d435c60f,262,Pfam,PF10545,Alcohol dehydrogenase transcription factor Myb/SANT-like,25,99,1.70E-17,T,12/5/2026,IPR006578,MADF domain,-,-
A0A0B4KFY0,8492291b93684cbabfa3272ff259269f,696,Pfam,PF09379,FERM N-terminal domain,5,68,2.50E-08,T,12/5/2026,IPR018979,"FERM, N-terminal",-,-
A0A0B4KFY0,8492291b93684cbabfa3272ff259269f,696,Pfam,PF00373,FERM central domain,92,176,5.70E-08,T,12/5/2026,IPR019748,FERM central domain,-,-
A0A0B4KFY0,8492291b93684cbabfa3272ff259269f,696,Pfam,PF13920,"Zinc finger, C3HC4 type (RING finger)",545,589,2.50E-07,T,12/5/2026,-,-,-,-
Q9VMI1,db5f39dbb0bc685f42e8fc7475e0d4e5,656,Pfam,PF00400,"WD domain, G-beta repeat",598,631,0.25,T,12/5/2026,IPR001680,WD40 repeat,-,-
Q9VMI1,db5f39dbb0bc685f42e8fc7475e0d4e5,656,Pfam,PF00400,"WD domain, G-beta repeat",126,157,0.0053,T,12/5/2026,IPR001680,WD40 repeat,-,-
Q9VMI1,db5f39dbb0bc685f42e8fc7475e0d4e5,656,Pfam,PF12937,F-box-like,36,81,1.20E-09,T,12/5/2026,IPR001810,F-box domain,-,-
Q9VLA6,cb162a0a6f1fc5b13fd02f8bdd9f7fd5,435,Pfam,PF02944,BESS motif,356,389,9.90E-07,T,12/5/2026,IPR004210,BESS motif,-,-
Q9VLA6,cb162a0a6f1fc5b13fd02f8bdd9f7fd5,435,Pfam,PF10545,Alcohol dehydrogenase transcription factor Myb/SANT-like,61,140,1.10E-17,T,12/5/2026,IPR006578,MADF domain,-,-
Q8MZ65,b6ddd5fd1463a9a9bd7971fbc2bda8bd,236,Pfam,PF13419,Haloacid dehalogenase-like hydrolase,20,203,4.60E-10,T,12/5/2026,IPR041492,Haloacid dehalogenase-like hydrolase,-,-
A0A0B4LHK8,d860de5b291ea545909bf2dfd91172d8,273,Pfam,PF00822,PMP-22/EMP/MP20/Claudin family,91,243,1.10E-09,T,12/5/2026,IPR004031,PMP-22/EMP/MP20/Claudin,-,-
Q95RP8,87ff7e04419a9a8bb0c3706d1ece0785,388,Pfam,PF01762,Galactosyltransferase,109,297,6.00E-27,T,12/5/2026,IPR002659,"Glycosyl transferase, family 31",-,-
A1Z9F8,4e15b3f27d17333e7a386d52f8b835ba,361,Pfam,PF02866,"lactate/malate dehydrogenase, alpha/beta C-terminal domain",193,354,5.80E-22,T,12/5/2026,IPR022383,"Lactate/malate dehydrogenase, C-terminal",-,-
A1Z9F8,4e15b3f27d17333e7a386d52f8b835ba,361,Pfam,PF00056,"lactate/malate dehydrogenase, NAD binding domain",50,188,8.70E-29,T,12/5/2026,IPR001236,"Lactate/malate dehydrogenase, N-terminal",-,-
Q9W0Y1,1badebef48a5e3de0ffbc93eb9055ac6,167,Pfam,PF06094,"Gamma-glutamyl cyclotransferase, AIG2-like",14,130,3.20E-16,T,12/5/2026,IPR009288,"Gamma-glutamylcyclotransferase, AIG2-like domain",-,-
Q9VZ87,2fca457350b890bea311d3d4ef5595d2,127,Pfam,PF05306,Protein of unknown function (DUF733),37,119,3.50E-26,T,12/5/2026,IPR007970,Protein of unknown function DUF733,-,-
Q7KVR8,deb96f74f62b78f44791ba0f044f54a6,982,Pfam,PF01602,Adaptin N terminal region,64,622,1.80E-131,T,12/5/2026,IPR002553,"Clathrin/coatomer adaptor, adaptin-like, N-terminal",-,-
Q7KVR8,deb96f74f62b78f44791ba0f044f54a6,982,Pfam,PF02883,Adaptin C-terminal domain,866,972,1.30E-22,T,12/5/2026,IPR008152,"Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain",-,-
P82295,e7716605c51ebc67ae9a881b42d39fd0,1013,Pfam,PF05478,Prominin,76,881,0,T,12/5/2026,IPR008795,Prominin,-,-
A0A0B4KGD0,4983b733428df1904da9be92159b6337,499,Pfam,PF13873,Myb/SANT-like DNA-binding domain,71,147,1.20E-15,T,12/5/2026,IPR028002,Myb/SANT-like DNA-binding domain 5,-,-
A8JNT7,90022d8d5c104c49db150bbf288bfccb,240,Pfam,PF07743,HSCB C-terminal oligomerisation domain,160,231,3.40E-13,T,12/5/2026,IPR009073,"Co-chaperone HscB, C-terminal oligomerisation domain",-,-
Q9VKB8,7d3b58075ca645583cc700726117cdb5,318,Pfam,PF00106,short chain dehydrogenase,57,247,2.10E-44,T,12/5/2026,IPR002347,Short-chain dehydrogenase/reductase SDR,-,-
Q9W261,79c1b5591af771db9120b2be4d5df4ca,775,Pfam,PF03126,Plus-3 domain,433,535,1.30E-29,T,12/5/2026,IPR004343,Plus-3 domain,-,-
Q9V4U9,73d4935f964be9c7bc20a695cfac6b50,493,Pfam,PF00067,Cytochrome P450,33,481,9.60E-96,T,12/5/2026,IPR001128,Cytochrome P450,-,-
Q9VNX9,0b6a97f6a0cfc9283280c6669726dfa6,168,Pfam,PF25473,MXRA7 helical domain,107,167,1.00E-13,T,12/5/2026,IPR057534,"Matrix-remodeling-associated protein 7, helical domain",-,-
A0A0B4LHF4,50c82443e4920fdfd769b7f1a6bb5a52,103,Pfam,PF04500,FLYWCH zinc finger domain,20,82,2.50E-14,T,12/5/2026,IPR007588,"Zinc finger, FLYWCH-type",-,-
Q9W3K5,0677b8e76b348197623e8237cce8cec4,717,Pfam,PF03074,Glutamate-cysteine ligase,574,675,6.60E-32,T,12/5/2026,IPR004308,Glutamate-cysteine ligase catalytic subunit,-,-
Q9W3K5,0677b8e76b348197623e8237cce8cec4,717,Pfam,PF03074,Glutamate-cysteine ligase,2,510,6.60E-227,T,12/5/2026,IPR004308,Glutamate-cysteine ligase catalytic subunit,-,-
Q9U5L1,9a929c97930edc7a688886aaa3ee932d,614,Pfam,PF02881,"SRP54-type protein, helical bundle domain",296,366,7.20E-06,T,12/5/2026,IPR013822,"Signal recognition particle SRP54, helical bundle",-,-
Q9U5L1,9a929c97930edc7a688886aaa3ee932d,614,Pfam,PF00448,"SRP54-type protein, GTPase domain",396,613,2.70E-44,T,12/5/2026,IPR000897,"Signal recognition particle, SRP54 subunit, GTPase domain",-,-
Q9U5L1,9a929c97930edc7a688886aaa3ee932d,614,Pfam,PF04086,"Signal recognition particle, alpha subunit, N-terminal",27,267,4.10E-50,T,12/5/2026,IPR007222,"Signal recognition particle receptor, alpha subunit, N-terminal",-,-
A1ZAI3,d123a8a1983c9c0df7d8c9d2f1d97cee,543,Pfam,PF07993,Male sterility protein,50,320,2.40E-74,T,12/5/2026,IPR013120,"Fatty acyl-CoA reductase-like, NAD-binding domain",-,-
A1ZAI3,d123a8a1983c9c0df7d8c9d2f1d97cee,543,Pfam,PF03015,Male sterility protein,391,486,1.80E-11,T,12/5/2026,IPR033640,"Fatty acyl-CoA reductase, C-terminal",-,-
Q7KSE4,d30cff5c00d17443a3c42d54bdfe7feb,612,Pfam,PF00046,Homeodomain,305,361,2.10E-21,T,12/5/2026,IPR001356,Homeodomain,-,-
Q9VFJ3,80e183f86f85bd3ebc3ed8a8f156d8ee,422,Pfam,PF13365,Trypsin-like peptidase domain,141,280,6.10E-26,T,12/5/2026,-,-,-,-
Q9VFJ3,80e183f86f85bd3ebc3ed8a8f156d8ee,422,Pfam,PF17820,PDZ domain,360,408,8.00E-06,T,12/5/2026,IPR041489,PDZ domain 6,-,-
Q95R98,093e7a1c4c32d3554b66d53804a39aa2,409,Pfam,PF12697,Alpha/beta hydrolase family,74,385,8.40E-18,T,12/5/2026,IPR000073,Alpha/beta hydrolase fold-1,-,-
Q9VYA9,c97354ac7ef64f57c77d069795ce1563,428,Pfam,PF14051,"DPF1-3, N-terminal",24,94,4.00E-31,T,12/5/2026,IPR025750,"DPF1-3, N-terminal domain",-,-
A1Z949,5a65a4a3229623bba7874d185f30c264,136,Pfam,PF10044,Retinal tissue protein,58,127,5.70E-05,T,12/5/2026,IPR018737,Protein LIN52,-,-
Q9VML9,1d9ae06fea930927809a53e26a0f20ba,669,Pfam,PF00001,7 transmembrane receptor (rhodopsin family),201,613,1.20E-55,T,12/5/2026,IPR000276,"G protein-coupled receptor, rhodopsin-like",-,-
M9PBR0,70846dd769baf6caf9d9579dc68f6349,1216,Pfam,PF21549,"PR domain zinc finger protein 2, PR domain",135,264,2.90E-32,T,12/5/2026,IPR001214,SET domain,-,-
M9PBR0,70846dd769baf6caf9d9579dc68f6349,1216,Pfam,PF00096,"Zinc finger, C2H2 type",1002,1023,26,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
M9PBR0,70846dd769baf6caf9d9579dc68f6349,1216,Pfam,PF00096,"Zinc finger, C2H2 type",946,968,0.85,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
M9PBR0,70846dd769baf6caf9d9579dc68f6349,1216,Pfam,PF00096,"Zinc finger, C2H2 type",918,940,1.7,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
M9PBR0,70846dd769baf6caf9d9579dc68f6349,1216,Pfam,PF00096,"Zinc finger, C2H2 type",890,912,6.4,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9VYD5,0e34a71265315515b95be528d387cd1d,443,Pfam,PF01063,Amino-transferase class IV,151,399,6.00E-19,T,12/5/2026,IPR001544,Aminotransferase class IV,-,-
Q9VU28,8d2aaa19b7b5df3d9cd94fde2ca99d46,349,Pfam,PF00056,"lactate/malate dehydrogenase, NAD binding domain",24,166,5.20E-28,T,12/5/2026,IPR001236,"Lactate/malate dehydrogenase, N-terminal",-,-
Q9VU28,8d2aaa19b7b5df3d9cd94fde2ca99d46,349,Pfam,PF02866,"lactate/malate dehydrogenase, alpha/beta C-terminal domain",168,331,6.80E-39,T,12/5/2026,IPR022383,"Lactate/malate dehydrogenase, C-terminal",-,-
Q7KU81,2ede6df7401b4a49f4254e88cd377b3b,711,Pfam,PF00076,RNA recognition motif,22,84,4.60E-05,T,12/5/2026,IPR000504,RNA recognition motif domain,-,-
Q9VY91,bc5d3769c83fe22a638ddd29c0bbb80b,509,Pfam,PF02847,MA3 domain,198,308,2.80E-23,T,12/5/2026,IPR003891,"Initiation factor eIF-4 gamma, MA3",-,-
Q9VY91,bc5d3769c83fe22a638ddd29c0bbb80b,509,Pfam,PF02847,MA3 domain,364,476,6.80E-29,T,12/5/2026,IPR003891,"Initiation factor eIF-4 gamma, MA3",-,-
Q9VYC3,b33bda3ff9a5e0710be3e0b2a02d6b7b,281,Pfam,PF00379,Insect cuticle protein,193,256,1.80E-04,T,12/5/2026,IPR000618,Insect cuticle protein,-,-
Q9VW41,d6aaccc8582774a5cc3f6379e74a6faf,136,Pfam,PF09774,Intermembrane space protein MIX23,5,130,1.00E-12,T,12/5/2026,IPR019171,Intermembrane space protein MIX23,-,-
A0A0B4K6V3,4521bd9d7f02691fe490bcea76b2d9a7,137,Pfam,PF16030,Serine protease gd N-terminus,25,124,1.50E-09,T,12/5/2026,IPR031986,"Serine protease gd, N-terminal domain",-,-
A1ZAC8,a8c148c89b7b42d8a43e8df95bde57ce,1630,Pfam,PF10545,Alcohol dehydrogenase transcription factor Myb/SANT-like,21,106,3.50E-15,T,12/5/2026,IPR006578,MADF domain,-,-
Q9VDF8,7eac3636bc4561a87631e3345dd49e3b,258,Pfam,PF06585,Haemolymph juvenile hormone binding protein (JHBP),14,248,6.40E-62,T,12/5/2026,IPR010562,Haemolymph juvenile hormone binding,-,-
Q9VC02,8ea3a6c595e41645da217cd1bff4db46,527,Pfam,PF01490,Transmembrane amino acid transporter protein,85,427,3.40E-34,T,12/5/2026,IPR013057,"Amino acid transporter, transmembrane domain",-,-
A0A0B4K760,23b7ed502e54b18a5c98274de7bf89f5,1188,Pfam,PF00431,CUB domain,564,689,3.90E-05,T,12/5/2026,IPR000859,CUB domain,-,-
A0A0B4K760,23b7ed502e54b18a5c98274de7bf89f5,1188,Pfam,PF00431,CUB domain,714,834,3.70E-14,T,12/5/2026,IPR000859,CUB domain,-,-
A0A0B4K760,23b7ed502e54b18a5c98274de7bf89f5,1188,Pfam,PF00431,CUB domain,846,967,4.20E-08,T,12/5/2026,IPR000859,CUB domain,-,-
A0A0B4K760,23b7ed502e54b18a5c98274de7bf89f5,1188,Pfam,PF00431,CUB domain,432,536,2.20E-17,T,12/5/2026,IPR000859,CUB domain,-,-
A0A0B4K760,23b7ed502e54b18a5c98274de7bf89f5,1188,Pfam,PF00431,CUB domain,283,399,7.70E-04,T,12/5/2026,IPR000859,CUB domain,-,-
A0A0B4K760,23b7ed502e54b18a5c98274de7bf89f5,1188,Pfam,PF00057,Low-density lipoprotein receptor domain class A,985,1022,0.043,T,12/5/2026,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,-,-
Q9VA50,835ec7bd4b6efc5119b824aea611c103,534,Pfam,PF08336,"Prolyl 4-Hydroxylase alpha-subunit, N-terminal region",31,162,4.00E-37,T,12/5/2026,IPR013547,"Prolyl 4-hydroxylase, N-terminal",-,-
Q9VA50,835ec7bd4b6efc5119b824aea611c103,534,Pfam,PF13640,2OG-Fe(II) oxygenase superfamily,405,513,3.70E-10,T,12/5/2026,IPR044862,"Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain",-,-
Q9NFT7,2dc849b2ac687b7c12c7569c5855e63f,486,Pfam,PF00349,Hexokinase,42,237,3.50E-68,T,12/5/2026,IPR022672,"Hexokinase, N-terminal",-,-
Q9NFT7,2dc849b2ac687b7c12c7569c5855e63f,486,Pfam,PF03727,Hexokinase,243,477,8.40E-81,T,12/5/2026,IPR022673,"Hexokinase, C-terminal",-,-
P17972,ac3566853437251413cd182d60ebf676,498,Pfam,PF02214,BTB/POZ domain,12,102,1.70E-25,T,12/5/2026,IPR003131,Potassium channel tetramerisation-type BTB domain,-,-
P17972,ac3566853437251413cd182d60ebf676,498,Pfam,PF00520,Ion transport protein,176,424,1.80E-44,T,12/5/2026,IPR005821,Ion transport domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF07645,Calcium-binding EGF domain,290,325,0.041,T,12/5/2026,IPR049883,"NOTCH1, EGF-like calcium-binding domain",-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF07645,Calcium-binding EGF domain,330,373,0.49,T,12/5/2026,IPR049883,"NOTCH1, EGF-like calcium-binding domain",-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00008,EGF-like domain,464,493,0.0017,T,12/5/2026,IPR000742,EGF-like domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00008,EGF-like domain,205,231,0.022,T,12/5/2026,IPR000742,EGF-like domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00008,EGF-like domain,158,187,0.0014,T,12/5/2026,IPR000742,EGF-like domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00008,EGF-like domain,427,455,2.30E-04,T,12/5/2026,IPR000742,EGF-like domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,1185,1277,0.025,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,624,736,7.90E-10,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,745,853,1.40E-05,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,3048,3139,3.20E-13,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,1295,1406,5.30E-14,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,2327,2440,7.70E-08,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,2219,2321,3.80E-10,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,1530,1637,2.00E-07,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,1754,1860,2.30E-19,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,1991,2091,1.90E-04,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,2818,2909,3.60E-04,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,1066,1177,1.10E-25,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,503,615,3.10E-14,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,1411,1523,2.60E-05,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,857,949,0.0031,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF00431,CUB domain,3512,3607,2.40E-08,T,12/5/2026,IPR000859,CUB domain,-,-
Q9VTP0,bb5100a53cf67c956746cb106917c51b,3613,Pfam,PF12661,Human growth factor-like EGF,249,272,72,T,12/5/2026,IPR013032,"EGF-like, conserved site",-,-
Q9W457,a69af1a6676775f8558641d4e127fcc6,537,Pfam,PF00464,Serine hydroxymethyltransferase,82,479,2.60E-193,T,12/5/2026,IPR039429,Serine hydroxymethyltransferase-like domain,-,-
B7Z0I2,6239c0bf98a2b7277cbf0dd6180058e8,1267,Pfam,PF24915,"SESTD1-like, spectrin repeat",419,522,2.70E-07,T,12/5/2026,IPR056804,"SESTD1-like, spectrin repeats region",-,-
Q9VJR9,9adeaac64a41100999019d89179f05b5,364,Pfam,PF10602,26S proteasome subunit RPN7,105,279,1.30E-45,T,12/5/2026,IPR045135,"26S proteasome regulatory subunit Rpn7, N-terminal",-,-
A1ZBX7,c77582685b3cd4131d6036632ffd5c91,146,Pfam,PF00062,C-type lysozyme/alpha-lactalbumin family,28,146,1.30E-25,T,12/5/2026,IPR001916,"Glycoside hydrolase, family 22",-,-
Q9W3V1,9d85eaf4fcae71bdc647ec60815be56d,432,Pfam,PF00704,Glycosyl hydrolases family 18,68,398,2.20E-73,T,12/5/2026,IPR001223,"Glycoside hydrolase family 18, catalytic domain",-,-
Q9VLJ8,ebb7706ad6322cf5f7ac7e508ac4662d,453,Pfam,PF00899,ThiF family,72,307,9.00E-79,T,12/5/2026,IPR000594,THIF-type NAD/FAD binding fold,-,-
Q9VLJ8,ebb7706ad6322cf5f7ac7e508ac4662d,453,Pfam,PF00581,Rhodanese-like domain,347,444,5.10E-11,T,12/5/2026,IPR001763,Rhodanese-like domain,-,-
Q9I7L7,5934fd0e5e5464a686097cbc1da17019,300,Pfam,PF01529,DHHC palmitoyltransferase,94,209,3.10E-20,T,12/5/2026,IPR001594,"Palmitoyltransferase, DHHC domain",-,-
Q9W303,67942d65f740bef1da7cd1834a8656d9,442,Pfam,PF00704,Glycosyl hydrolases family 18,27,420,7.60E-75,T,12/5/2026,IPR001223,"Glycoside hydrolase family 18, catalytic domain",-,-
Q9VBU2,076eaaeebf67714cc45ba1d3e42e8e0c,538,Pfam,PF09202,"Rio2, N-terminal",9,90,1.30E-28,T,12/5/2026,IPR015285,"RIO2 kinase winged helix domain, N-terminal",-,-
Q9VBU2,076eaaeebf67714cc45ba1d3e42e8e0c,538,Pfam,PF01163,RIO domain,108,282,3.10E-53,T,12/5/2026,IPR018934,RIO-type domain,-,-
Q7JQY8,ae5750db1d802b9daf3071d268929ba8,1309,Pfam,PF00096,"Zinc finger, C2H2 type",367,389,47,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q7JQY8,ae5750db1d802b9daf3071d268929ba8,1309,Pfam,PF00096,"Zinc finger, C2H2 type",1150,1172,22,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9VQR2,900248a9976f9ad425c1deceff8eaedf,159,Pfam,PF10249,NADH-ubiquinone oxidoreductase subunit 10,20,145,2.10E-57,T,12/5/2026,IPR019377,"NADH-ubiquinone oxidoreductase, subunit 10",-,-
Q9VB10,996616d2921a7e2ec946cfb999bb0333,412,Pfam,PF02036,SCP-2 sterol transfer family,315,406,7.80E-19,T,12/5/2026,IPR003033,SCP2 sterol-binding domain,-,-
Q9VB10,996616d2921a7e2ec946cfb999bb0333,412,Pfam,PF00106,short chain dehydrogenase,11,197,6.90E-32,T,12/5/2026,IPR002347,Short-chain dehydrogenase/reductase SDR,-,-
M9PET2,38e1e5db5a2de06583dc2e5ebfea5d32,451,Pfam,PF15389,Domain of unknown function (DUF4612),2,116,8.00E-26,T,12/5/2026,IPR027967,Protein of unknown function DUF4612,-,-
Q9W393,933e7ecd2e255de8d37096ff48beb6fe,233,Pfam,PF00076,RNA recognition motif,63,132,0.77,T,12/5/2026,IPR000504,RNA recognition motif domain,-,-
Q9VQH6,14f2f65536ff584313689fbab1c2d516,385,Pfam,PF02434,Fringe-like,86,249,3.00E-11,T,12/5/2026,IPR003378,"Fringe-like, glycosyltransferase domain",-,-
Q7KSF5,8bca84456fd36f9299f17c8a06fece6a,776,Pfam,PF07707,BTB And C-terminal Kelch,192,293,3.90E-31,T,12/5/2026,IPR011705,BTB/Kelch-associated,-,-
Q7KSF5,8bca84456fd36f9299f17c8a06fece6a,776,Pfam,PF00651,BTB/POZ domain,82,186,1.60E-26,T,12/5/2026,IPR000210,BTB/POZ domain,-,-
Q7KSF5,8bca84456fd36f9299f17c8a06fece6a,776,Pfam,PF01344,Kelch motif,514,556,9.30E-12,T,12/5/2026,IPR006652,Kelch repeat type 1,-,-
Q7KSF5,8bca84456fd36f9299f17c8a06fece6a,776,Pfam,PF01344,Kelch motif,419,463,3.70E-09,T,12/5/2026,IPR006652,Kelch repeat type 1,-,-
Q7KSF5,8bca84456fd36f9299f17c8a06fece6a,776,Pfam,PF01344,Kelch motif,368,417,1.10E-06,T,12/5/2026,IPR006652,Kelch repeat type 1,-,-
Q7KSF5,8bca84456fd36f9299f17c8a06fece6a,776,Pfam,PF01344,Kelch motif,467,511,4.50E-13,T,12/5/2026,IPR006652,Kelch repeat type 1,-,-
Q7KSF5,8bca84456fd36f9299f17c8a06fece6a,776,Pfam,PF01344,Kelch motif,561,604,1.30E-10,T,12/5/2026,IPR006652,Kelch repeat type 1,-,-
A1Z8U7,412df2442d517f82980c2d42fc3c40bb,141,Pfam,PF09811,"Essential protein Yae1, N terminal",26,64,2.50E-06,T,12/5/2026,IPR019191,"Essential protein Yae1, N-terminal",-,-
Q7JUM3,704afe97e56f311f46d5092e91c5a7d8,479,Pfam,PF08288,PIGA (GPI anchor biosynthesis),40,129,6.70E-37,T,12/5/2026,IPR013234,"PIGA, GPI anchor biosynthesis",-,-
Q7JUM3,704afe97e56f311f46d5092e91c5a7d8,479,Pfam,PF00534,Glycosyl transferases group 1,197,332,3.30E-20,T,12/5/2026,IPR001296,"Glycosyl transferase, family 1",-,-
Q59DP9,c7cf5686e05310713dfbe98cfb8c0826,1255,Pfam,PF00690,"Cation transporter/ATPase, N-terminus",36,104,2.40E-12,T,12/5/2026,IPR004014,"Cation-transporting P-type ATPase, N-terminal",-,-
Q59DP9,c7cf5686e05310713dfbe98cfb8c0826,1255,Pfam,PF00689,"Cation transporting ATPase, C-terminus",873,1051,6.90E-38,T,12/5/2026,IPR006068,"Cation-transporting P-type ATPase, C-terminal",-,-
Q59DP9,c7cf5686e05310713dfbe98cfb8c0826,1255,Pfam,PF08282,haloacid dehalogenase-like hydrolase,764,834,0.058,T,12/5/2026,-,-,-,-
Q59DP9,c7cf5686e05310713dfbe98cfb8c0826,1255,Pfam,PF00122,P-type ATPase actuator domain,169,266,1.80E-16,T,12/5/2026,IPR059000,"P-type ATPase, A domain",-,-
Q59DP9,c7cf5686e05310713dfbe98cfb8c0826,1255,Pfam,PF12424,Plasma membrane calcium transporter ATPase C terminal,1096,1140,1.10E-10,T,12/5/2026,IPR022141,"Plasma membrane calcium transporting P-type ATPase, C-terminal",-,-
Q59DP9,c7cf5686e05310713dfbe98cfb8c0826,1255,Pfam,PF13246,"P-type ATPase, cytoplasmic domain N",496,682,5.00E-29,T,12/5/2026,-,-,-,-
Q7KW09,c94a50149da5fd22118aefb089bb0c99,1030,Pfam,PF17283,SprT-like zinc ribbon domain,914,951,2.70E-05,T,12/5/2026,IPR035240,"SprT-like, zinc ribbon domain",-,-
Q7KW09,c94a50149da5fd22118aefb089bb0c99,1030,Pfam,PF10263,SprT-like family,802,908,4.90E-21,T,12/5/2026,IPR006640,SprT-like,-,-
Q05652,425980f8d59974252a5f7cc82c2925be,501,Pfam,PF07714,Protein tyrosine and serine/threonine kinase,217,494,6.80E-37,T,12/5/2026,IPR001245,"Serine-threonine/tyrosine-protein kinase, catalytic domain",-,-
Q05652,425980f8d59974252a5f7cc82c2925be,501,Pfam,PF00531,Death domain,42,121,7.00E-11,T,12/5/2026,IPR000488,Death domain,-,-
A0A6H2EEL7,79c6f5fed9c5b00c30db5335d3f155f3,272,Pfam,PF15797,Domain of unknown function (DUF4706),9,75,6.60E-10,T,12/5/2026,IPR031600,Domain of unknown function DUF4706,-,-
A0A6H2EEL7,79c6f5fed9c5b00c30db5335d3f155f3,272,Pfam,PF15797,Domain of unknown function (DUF4706),108,142,4.80E-04,T,12/5/2026,IPR031600,Domain of unknown function DUF4706,-,-
Q9VNA3,fe3a7122e76969a61f10f74a32ddaef7,216,Pfam,PF02815,MIR domain,38,143,7.20E-09,T,12/5/2026,IPR016093,MIR motif,-,-
Q9VAG9,390107a417299fac89561a21b704eee0,306,Pfam,PF00459,Inositol monophosphatase family,13,283,2.60E-48,T,12/5/2026,IPR000760,Inositol monophosphatase-like,-,-
A0A6M3Q6U2,9e323eb9cc660e977318d356b47654a3,1409,Pfam,PF00069,Protein kinase domain,192,519,8.00E-47,T,12/5/2026,IPR000719,Protein kinase domain,-,-
